hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,bookingID
"Sacramento Airport Natomas Courtyard Sacramento, CA",0,114,2018,September,38,12,1,4,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,129.6,0,1,Check-Out,2018-09-17,82528
"Hotel Alfonso XIII, a Luxury Collection Hotel, Seville Seville, Spain",1,344,2017,September,39,26,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Transient,170.0,0,0,Canceled,2017-06-30,82529
"Protea Hotel Fire & Ice! by Marriott Johannesburg Melrose Arch Johannesburg, South Africa",0,164,2017,September,38,14,2,5,1,0.0,0,HB,BEL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,128.0,,0,Contract,59.72,0,0,Check-Out,2017-09-21,82530
"The St. Regis Osaka Osaka, Japan",0,223,2018,December,53,30,0,2,1,0.0,0,BB,JPN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,90.9,0,0,Check-Out,2019-01-01,82531
"Protea Hotel by Marriott Cape Town Sea Point Cape Town, South Africa",1,178,2018,August,35,23,0,3,0,2.0,0,BB,ITA,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,9.0,,0,Transient-Party,94.62,0,1,Canceled,2018-02-27,82532
"Courtyard by Marriott Aberdeen Airport Aberdeen, United Kingdom",0,12,2019,June,23,4,2,1,2,0.0,0,BB,SWE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,153.33,0,1,Check-Out,2019-06-07,82533
"Crystal Cove, Barbados Barbados",0,115,2019,March,10,10,1,2,2,0.0,0,BB,FRA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,154.0,,49,Transient-Party,0.0,0,1,Check-Out,2019-03-13,82534
"Protea Hotel by Marriott O.R. Tambo Airport Johannesburg, South Africa",0,0,2018,October,42,13,0,1,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,B,0,No Deposit,,,0,Transient,170.0,0,0,Check-Out,2018-10-14,82535
"Hotel Alfonso XIII, a Luxury Collection Hotel, Seville Seville, Spain",0,0,2018,December,52,18,2,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,50.0,1,0,Check-Out,2018-12-21,82536
"Mt. Laurel Courtyard Mt. Laurel, NJ",0,2,2018,January,4,22,0,2,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,85.0,0,1,Check-Out,2018-01-24,82537
"Indianapolis Airport Courtyard Indianapolis, IN",0,113,2018,June,24,7,0,5,1,0.0,0,BB,HUN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,83.0,1,0,Check-Out,2018-06-12,82538
"The Ritz-Carlton, Berlin Berlin, Germany",0,40,2019,January,3,16,1,2,1,0.0,0,Undefined,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,55.0,0,0,Check-Out,2019-01-19,82539
"Des Moines West/Clive Courtyard Clive, IA",0,219,2017,September,36,4,0,1,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,108.0,0,0,Check-Out,2017-09-05,82540
"Courtyard by Marriott Toulouse Airport Toulouse, France",1,56,2019,February,5,3,0,2,2,0.0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,79.2,0,0,Canceled,2018-12-31,82541
"Heidelberg Marriott Hotel Heidelberg, Germany",0,286,2018,May,20,11,0,4,2,0.0,0,BB,AUT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,30.0,,176,Transient-Party,99.0,0,1,Check-Out,2018-05-15,82542
"Turtle Beach, Barbados Barbados",1,327,2017,September,37,9,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Transient-Party,62.0,0,0,Canceled,2017-07-02,82543
"Protea Hotel by Marriott Midrand Midrand, South Africa",0,79,2018,March,13,21,1,2,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient-Party,96.3,0,0,Check-Out,2018-03-24,82544
"Fort Worth University Drive Courtyard Fort Worth, TX",0,1,2017,October,41,6,0,3,1,2.0,0,BB,SWE,Online TA,TA/TO,0,0,0,F,G,0,No Deposit,9.0,,0,Contract,221.33,0,2,Check-Out,2017-10-09,82545
"Leipzig Marriott Hotel Leipzig, Germany",1,189,2018,September,39,19,1,3,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,250.0,,0,Transient,68.35,0,0,Canceled,2018-09-13,82546
"Des Moines West/Clive Courtyard Clive, IA",1,212,2018,August,33,13,1,1,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,96.0,0,0,Canceled,2018-08-03,82547
"Protea Hotel Fire & Ice! by Marriott Johannesburg Melrose Arch Johannesburg, South Africa",1,80,2017,August,31,1,4,6,2,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,242.0,,0,Transient,169.0,0,1,Canceled,2017-07-21,82548
"Residence Inn Las Vegas Convention Center Las Vegas, NV ",1,246,2019,August,31,3,2,4,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,153.75,0,0,Canceled,2019-07-04,82549
"Chicago O'Hare Courtyard Des Plaines, IL",0,41,2018,June,26,21,0,3,2,0.0,0,BB,FIN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,76.92,0,1,Check-Out,2018-06-24,82550
"Sheraton Mexico City Maria Isabel Hotel Mexico City, Mexico",0,116,2019,June,24,12,2,5,1,0.0,0,BB,BGR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,123.43,0,0,Check-Out,2019-06-19,82551
"Residence Inn Las Vegas Convention Center Las Vegas, NV ",1,173,2018,July,28,8,2,5,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,80.75,0,0,Canceled,2018-01-18,82552
"W New York – Union Square New York, NY",0,93,2018,July,29,10,2,3,2,0.0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,22.0,,0,Transient,72.25,0,1,Check-Out,2018-07-15,82553
"Greensboro Courtyard Greensboro, NC",0,56,2018,August,34,17,1,4,2,0.0,0,BB,GBR,Direct,Direct,0,0,0,A,A,0,No Deposit,250.0,,0,Transient-Party,203.0,1,0,Check-Out,2018-08-22,82554
"Leipzig Marriott Hotel Leipzig, Germany",1,101,2018,April,16,14,0,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,130.0,0,0,Canceled,2018-04-12,82555
"Renaissance New York Times Square Hotel New York, NY",0,13,2019,March,9,2,0,3,3,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,158.0,0,1,Check-Out,2019-03-05,82556
"Berlin Marriott Hotel Berlin, Germany",1,126,2018,April,16,14,0,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,39,Transient,65.0,0,0,Canceled,2018-01-18,82557
"Louisville East Courtyard Louisville, KY",0,152,2018,April,17,20,0,4,2,0.0,0,BB,IRL,Groups,Direct,0,0,0,A,C,1,No Deposit,,,0,Transient-Party,49.0,0,1,Check-Out,2018-04-24,82558
"Berlin Marriott Hotel Berlin, Germany",0,12,2017,October,44,26,1,0,2,0.0,0,BB,BRA,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,114.0,0,0,Check-Out,2017-10-27,82559
"Orlando Airport Courtyard Orlando, FL",1,386,2018,July,31,28,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0,Canceled,2017-10-21,82560
"W New York – Union Square New York, NY",1,128,2018,October,42,11,0,5,2,0.0,0,BB,NOR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,132.3,0,0,Canceled,2018-06-08,82561
"Irvine John Wayne Airport/Orange County Courtyard Irvine, CA",0,129,2018,April,16,16,0,1,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,A,D,0,No Deposit,,,0,Transient,55.3,1,0,Check-Out,2018-04-17,82562
"Tamarind, Barbados Barbados",0,77,2018,May,20,10,0,5,2,0.0,0,HB,USA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,241.0,,0,Transient,34.0,1,1,Check-Out,2018-05-15,82563
"Baltimore BWI Airport Courtyard Linthicum, MD",0,59,2019,July,31,30,1,0,2,0.0,0,BB,AUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,118.0,0,1,Check-Out,2019-07-31,82564
"Leipzig Marriott Hotel Leipzig, Germany",1,138,2018,August,33,13,2,4,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,145.2,0,1,Canceled,2018-07-24,82565
"Chicago O'Hare Courtyard Des Plaines, IL",0,118,2018,June,24,6,1,2,1,0.0,0,BB,DEU,Offline TA/TO,Corporate,0,0,0,A,A,3,No Deposit,191.0,,0,Transient-Party,6.0,0,0,Check-Out,2018-06-09,82566
"Newark Liberty International Airport Courtyard Newark, NJ",1,360,2017,October,42,12,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Contract,62.0,0,0,Canceled,2017-01-01,82567
"The Ritz-Carlton, Berlin Berlin, Germany",1,176,2018,August,33,9,0,3,3,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,137.7,0,2,Canceled,2018-02-18,82568
"Des Moines West/Clive Courtyard Clive, IA",1,5,2018,November,46,6,2,2,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,151.94,0,0,Canceled,2018-11-01,82569
"The Westin Peachtree Plaza, Atlanta Atlanta, GA ",1,275,2018,June,23,4,1,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,5.0,,69,Transient,62.8,0,0,Canceled,2017-11-11,82570
"Protea Hotel by Marriott O.R. Tambo Airport Johannesburg, South Africa",1,7,2018,October,41,5,1,4,2,0.0,0,BB,PRT,Groups,Corporate,0,0,0,A,A,0,No Deposit,,405.0,0,Transient-Party,50.0,0,0,Canceled,2018-09-28,82571
"Residence Inn Las Vegas Convention Center Las Vegas, NV ",0,66,2019,March,10,10,1,2,2,0.0,0,BB,FRA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,154.0,,0,Transient-Party,80.0,0,1,Check-Out,2019-03-13,82572
"Des Moines West/Clive Courtyard Clive, IA",0,2,2018,February,8,19,0,1,2,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,,0,Transient,182.0,1,2,Check-Out,2018-02-20,82573
"Orlando Airport Courtyard Orlando, FL",1,43,2019,January,2,13,2,4,2,0.0,0,BB,FRA,Direct,Direct,0,0,0,D,D,0,No Deposit,14.0,,0,Transient,94.5,0,3,Canceled,2018-12-05,82574
"Protea Hotel by Marriott Midrand Midrand, South Africa",0,103,2018,May,19,4,0,3,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,154.0,,0,Transient-Party,80.0,0,0,Check-Out,2018-05-07,82575
"Marriott Puerto Vallarta Resort & Spa Puerto Vallarta, Mexico",1,164,2017,August,33,14,0,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Transient,60.0,0,0,Canceled,2017-05-19,82576
"W London – Leicester Square London, United Kingdom",1,30,2019,March,10,5,2,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,60.0,0,1,Canceled,2019-02-15,82577
"Tamarind, Barbados Barbados",0,94,2017,December,49,3,0,2,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,72.25,0,1,Check-Out,2017-12-05,82578
"Renaissance New York Times Square Hotel New York, NY",1,279,2018,October,43,21,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,65.0,0,0,Canceled,2018-09-20,82579
"The Ritz-Carlton, Tokyo Tokyo, Japan",0,4,2019,January,5,31,0,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28.0,,0,Transient,75.0,0,0,Check-Out,2019-02-01,82580
"Courtyard by Marriott Paris Gare de Lyon Paris, France",0,2,2018,February,8,19,0,2,2,0.0,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,196.0,,0,Transient,56.0,0,0,Check-Out,2018-02-21,82581
"Anaheim Marriott Anaheim, CA",0,0,2018,January,2,5,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,89.0,0,0,Check-Out,2018-01-06,82582
"Protea Hotel by Marriott Midrand Midrand, South Africa",0,53,2017,August,35,24,1,1,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Check-Out,2017-08-26,82583
"Cape Town Marriott Hotel Crystal Towers Cape Town, South Africa",0,225,2017,September,39,23,2,5,2,0.0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,156.0,,0,Contract,50.15,0,0,Check-Out,2017-09-30,82584
"The Westin Peachtree Plaza, Atlanta Atlanta, GA ",0,73,2018,September,37,6,0,2,3,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,168.3,0,2,Check-Out,2018-09-08,82585
"Indianapolis Airport Courtyard Indianapolis, IN",0,126,2019,August,32,12,2,2,2,2.0,0,HB,ESP,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,159.0,,0,Transient,198.44,0,0,Check-Out,2019-08-16,82586
"Hotel Alfonso XIII, a Luxury Collection Hotel, Seville Seville, Spain",1,15,2019,August,32,7,1,3,2,0.0,0,BB,NLD,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,175.0,0,0,Canceled,2019-07-28,82587
"Courtyard by Marriott Rio de Janeiro Barra da Tijuca Barra da Tijuca, Brazil",0,0,2017,August,33,11,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,38.0,0,Transient-Party,88.0,0,0,Check-Out,2017-08-12,82588
"African Pride Melrose Arch, Autograph Collection Johannesburg, South Africa",1,68,2018,February,8,17,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,37.0,,0,Transient,75.0,0,0,Canceled,2018-01-06,82589
"Residence Inn Rio de Janeiro Barra da Tijuca Barra da Tijuca, Brazil",0,135,2017,September,38,14,1,2,1,0.0,0,BB,CN,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,6.0,,0,Transient-Party,80.0,0,0,Check-Out,2017-09-17,82590
"Sheraton Lima Hotel & Convention Center Lima, Peru",0,156,2019,August,32,12,2,5,2,1.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,157.5,1,2,Check-Out,2019-08-19,82591
"Frankfurt Marriott Hotel Frankfurt, Germany",1,124,2019,April,15,9,2,5,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,492.0,,0,Transient,80.0,0,0,Canceled,2019-02-28,82592
"The House, Barbados Barbados",0,193,2019,July,29,20,0,3,2,0.0,0,BB,CN,Direct,Direct,0,0,0,G,G,0,No Deposit,250.0,,0,Transient,233.6,0,2,Check-Out,2019-07-23,82593
"Turtle Beach, Barbados Barbados",0,197,2018,December,52,21,1,4,2,1.0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,3,No Deposit,3.0,,0,Transient-Party,137.0,0,0,Check-Out,2018-12-26,82594
"Sacramento Airport Natomas Courtyard Sacramento, CA",0,62,2019,March,13,29,1,4,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241.0,,0,Transient,36.96,0,1,Check-Out,2019-04-03,82595
"W New York – Union Square New York, NY",0,94,2019,June,24,11,2,2,2,0.0,0,BB,PHL,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,126.0,0,0,Check-Out,2019-06-15,82596
"Marriott Puerto Vallarta Resort & Spa Puerto Vallarta, Mexico",0,18,2019,February,9,26,2,0,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,241.0,,0,Transient,43.12,0,1,Check-Out,2019-02-28,82597
"Albuquerque Airport Courtyard Albuquerque, NM",0,0,2019,February,9,26,2,4,2,0.0,0,BB,POL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,91.8,0,0,Check-Out,2019-03-04,82598
"Treasure Beach, Barbados Barbados",0,3,2019,February,9,28,0,1,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,55.0,1,1,Check-Out,2019-03-01,82599
"Spokane Downtown at the Convention Center Courtyard Spokane, WA",0,47,2018,November,45,2,0,3,2,0.0,0,BB,FRA,Direct,Direct,0,0,0,A,A,1,No Deposit,14.0,,0,Transient,85.75,0,1,Check-Out,2018-11-05,82600
"Treasure Beach, Barbados Barbados",1,62,2019,April,14,6,0,3,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,135.0,0,0,Canceled,2019-02-03,82601
"Sheraton Grand Rio Hotel & Resort Rio de Janeiro, Brazil",1,261,2017,October,42,16,0,1,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,6.0,,0,Transient-Party,120.0,0,0,Canceled,2017-07-08,82602
"W Barcelona Barcelona, Spain",0,2,2018,November,47,19,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,F,F,0,No Deposit,250.0,,0,Transient,80.0,0,1,Check-Out,2018-11-20,82603
"Courtyard by Marriott Paris Gare de Lyon Paris, France",1,18,2019,July,31,30,3,5,2,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,E,E,0,No Deposit,531.0,,0,Transient,152.1,0,2,Canceled,2019-07-26,82604
"Sheraton Lima Hotel & Convention Center Lima, Peru",0,52,2017,November,47,19,0,3,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,28.0,,0,Group,60.0,0,1,Check-Out,2017-11-22,82605
"Leipzig Marriott Hotel Leipzig, Germany",0,126,2018,July,30,18,2,5,2,0.0,0,HB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,134.18,0,1,Check-Out,2018-07-25,82606
"The Ritz-Carlton, Tokyo Tokyo, Japan",0,70,2018,April,17,20,1,4,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,73.0,0,1,Check-Out,2018-04-25,82607
"Courtyard by Marriott Toulouse Airport Toulouse, France",1,10,2018,October,42,14,1,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,39.0,,0,Transient-Party,119.0,0,0,No-Show,2018-10-14,82608
"Protea Hotel by Marriott Midrand Midrand, South Africa",0,131,2019,April,17,23,2,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,3,No Deposit,9.0,,0,Transient,99.0,0,2,Check-Out,2019-04-28,82609
"Residence Inn Las Vegas Convention Center Las Vegas, NV ",1,28,2018,July,30,20,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,0,2,8,A,D,0,No Deposit,,86.0,0,Transient,89.0,0,0,Canceled,2018-07-12,82610
"Sheraton Diana Majestic, Milan Milan, Italy",0,105,2017,November,47,18,2,4,2,0.0,0,Undefined,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,313.0,,65,Transient-Party,69.0,0,0,Check-Out,2017-11-24,82611
"Louisville East Courtyard Louisville, KY",1,36,2018,October,43,16,1,0,1,0.0,0,BB,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,107.1,0,1,Canceled,2018-09-29,82612
"Crystal Cove, Barbados Barbados",0,2,2017,December,49,2,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,5,A,A,0,No Deposit,,40.0,0,Transient,74.0,0,0,Check-Out,2017-12-03,82613
"W London – Leicester Square London, United Kingdom",1,35,2019,May,19,10,0,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,39.0,,0,Transient-Party,140.0,0,0,Canceled,2019-04-10,82614
"Des Moines West/Clive Courtyard Clive, IA",0,116,2019,May,20,19,1,2,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,126.0,0,2,Check-Out,2019-05-22,82615
"Residence Inn Las Vegas Convention Center Las Vegas, NV ",1,127,2018,December,53,27,0,3,1,1.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,,0,Transient,84.05,0,1,Canceled,2018-08-23,82616
"Louisville East Courtyard Louisville, KY",0,64,2018,May,21,17,0,2,1,0.0,0,BB,CHE,Corporate,TA/TO,0,0,0,A,A,0,No Deposit,,218.0,0,Transient-Party,130.0,0,0,Check-Out,2018-05-19,82617
"W London – Leicester Square London, United Kingdom",0,30,2017,August,35,28,2,3,2,0.0,0,BB,RUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,101.16,0,2,Check-Out,2017-09-02,82618
"Renaissance New York Times Square Hotel New York, NY",1,261,2017,October,42,16,0,1,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,6.0,,0,Transient-Party,120.0,0,0,Canceled,2017-07-08,82619
"African Pride Melrose Arch, Autograph Collection Johannesburg, South Africa",0,1,2017,August,32,5,0,3,3,0.0,0,BB,PRT,Direct,Direct,0,0,0,F,F,0,No Deposit,,,0,Transient,247.0,0,4,Check-Out,2017-08-08,82620
"Protea Hotel by Marriott Cape Town Sea Point Cape Town, South Africa",1,187,2018,July,29,10,2,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,108.0,0,2,Canceled,2018-06-28,82621
"Turtle Beach, Barbados Barbados",1,157,2019,August,31,3,0,3,1,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,130.5,0,1,Canceled,2019-03-03,82622
"Hotel Maria Cristina, San Sebastian San Sebastian, Spain",1,157,2018,October,40,1,2,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,Non Refund,96.0,,0,Transient,52.0,0,0,Canceled,2018-05-09,82623
"Berlin Marriott Hotel Berlin, Germany",1,56,2018,June,24,8,0,1,2,0.0,0,BB,PRT,Offline TA/TO,Corporate,0,0,0,A,A,0,No Deposit,191.0,,0,Transient-Party,120.0,0,0,Canceled,2018-06-02,82624
"Renaissance Hamburg Hotel Hamburg, Germany",0,153,2019,May,20,19,1,2,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,C,0,No Deposit,177.0,,0,Transient,43.2,0,1,Check-Out,2019-05-22,82625
"Irvine John Wayne Airport/Orange County Courtyard Irvine, CA",0,31,2018,May,22,24,0,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,,0,Transient,108.9,0,1,Check-Out,2018-05-26,82626
"Louisville East Courtyard Louisville, KY",1,183,2018,December,49,3,2,1,2,0.0,0,FB,PRT,Groups,TA/TO,0,0,0,A,C,1,Non Refund,38.0,,0,Transient,72.0,0,0,Canceled,2018-10-26,82627
"Turtle Beach, Barbados Barbados",1,12,2018,January,3,15,0,1,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,3,No Deposit,9.0,,0,Transient,75.0,0,0,Canceled,2018-01-03,82628
"African Pride Melrose Arch, Autograph Collection Johannesburg, South Africa",0,0,2018,February,9,27,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,45.0,0,0,Check-Out,2018-02-28,82629
"Renaissance Santo Domingo Jaragua Hotel & Casino Santo Domingo, Dominican Republic",0,55,2018,April,15,6,0,1,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,56.0,,0,Transient-Party,104.0,0,0,Check-Out,2018-04-07,82630
"Tamarind, Barbados Barbados",1,240,2017,November,45,6,2,6,2,0.0,0,HB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,240.0,,0,Transient,59.4,0,1,Canceled,2017-09-08,82631
"Las Vegas Marriott Las Vegas, NV ",0,0,2018,January,3,12,0,1,2,0.0,0,BB,PRT,Direct,Direct,1,0,0,A,E,0,No Deposit,,,0,Transient,51.0,0,0,Check-Out,2018-01-13,82632
"Renaissance New York Times Square Hotel New York, NY",0,44,2018,April,17,23,2,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,B,B,0,No Deposit,24.0,,0,Transient-Party,95.0,0,0,Check-Out,2018-04-26,82633
"Courtyard by Marriott Toulouse Airport Toulouse, France",0,25,2018,April,18,30,0,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,156.0,0,2,Check-Out,2018-05-01,82634
"Waves, Barbados Barbados",1,324,2018,November,48,21,1,2,2,0.0,0,BB,NOR,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9.0,,0,Transient,87.3,0,0,Canceled,2018-08-10,82635
"Tamarind, Barbados Barbados",0,1,2017,October,41,5,1,0,1,2.0,0,BB,PRT,Direct,Direct,0,0,0,A,D,1,No Deposit,,,0,Transient,144.0,0,1,Check-Out,2017-10-06,82636
"African Pride Melrose Arch, Autograph Collection Johannesburg, South Africa",1,105,2019,May,19,13,1,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,135.0,0,0,Canceled,2019-05-05,82637
"Las Vegas Marriott Las Vegas, NV ",0,5,2018,January,5,26,0,3,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,,,0,Transient,38.0,0,0,Check-Out,2018-01-29,82638
"Courtyard by Marriott Paris Gare de Lyon Paris, France",0,322,2018,June,26,22,0,3,2,0.0,0,HB,POL,Groups,Direct,0,0,0,A,E,0,No Deposit,,,75,Transient-Party,92.0,0,0,Check-Out,2018-06-25,82639
"Courtyard Las Vegas Convention Center Las Vegas, NV ",0,69,2018,May,23,30,1,2,2,0.0,1,HB,FRA,Online TA,TA/TO,0,0,0,A,C,2,No Deposit,240.0,,0,Transient,114.0,0,2,Check-Out,2018-06-02,82640
